|PR_RO|7
|PR_RR|7
|PR_SC|12
|PR_SP|12
|PR_SE|7
|PR_TO|7
|RJ_AP|7
|RJ_AC|7
|RJ_AM|7
|RJ_AL|7
|RJ_BA|7
|RJ_CE|7
|RJ_DF|7
|RJ_ES|7
|RJ_GO|7
|RJ_MA|7
|RJ_MS|7
|RJ_MT|7
|RJ_MG|12
|RJ_PA|7
|RJ_PB|7
|RJ_PI|7
|RJ_PE|7
|RJ_PR|12
|RJ_RJ|20
|RJ_RN|7
|RJ_RS|12
|RJ_RO|7
|RJ_RR|7
|RJ_SC|12
|RJ_SP|12
|RJ_SE|7
|RJ_TO|7
|RN_AP|12
|RN_AC|12
|RN_AM|12
|RN_AL|12
|RN_BA|12
|RN_CE|12
|RN_DF|12
|RN_ES|12
|RN_GO|12
|RN_MA|12
|RN_MS|12
|RN_MT|17
|RN_MG|12
|RN_PA|12
|RN_PB|12
|RN_PR|12
|RN_PE|12
|RN_PE|12
|RN_RJ|12
|RN_RN|20
|RN_RS|12
|RN_RO|12
|RN_RR|12
|RN_SC|12
|RN_SP|12
|RN_SE|12
|RN_TO|12
|RO_AP|12
|RO_AC|12
|RO_AM|12
|RO_AL|12
|RO_BA|12
|RO_CE|12
|RO_DF|12
|RO_ES|12
|RO_GO|12
|RO_MA|12
|RO_MS|12
|RO_MT|17
|RO_MG|12
|RO_PA|12
|RO_PB|12
|RO_PR|12
|RO_PE|12
|RO_PE|12
|RO_RJ|12
|RO_RN|12
|RO_RS|12
|RO_RO|17.5
|RO_RR|12
|RO_SC|12
|RO_SP|12
|RO_SE|12
|RO_TO|12
|RR_AP|12
|RR_AC|12
|RR_AM|12
|RR_AL|12
|RR_BA|12
|RR_CE|12
|RR_DF|12
|RR_ES|12
|RR_GR|12
|RR_MA|12
|RR_MS|12
|RR_MT|17
|RR_MG|12
|RR_PA|12
|RR_PB|12
|RR_PR|12
|RR_PE|12
|RR_PE|12
|RR_RJ|12
|RR_RN|12
|RR_RS|12
|RR_RO|12
|RR_RR|17
|RR_SC|12
|RR_SP|12
|RR_SE|12
|RR_TR|12
|RS_AP|7
|RS_AC|7
|RS_AM|7
|RS_AL|7
|RS_BA|7
|RS_CE|7
|RS_DF|7
|RS_ES|7
|RS_GO|7
|RS_MA|7
|RS_MT|7
|RS_MS|7
|RS_MG|12
|RS_PA|7
|RS_PB|7
|RS_PR|12
|RS_PE|7
|RS_PI|7
|RS_RJ|12
|RS_RN|7
|RS_RS|18
|RS_RO|7
|RS_RR|7
|RS_SC|12
|RS_SP|12
|RS_SE|7
|RS_TO|7
|SC_AP|7
|SC_AC|7
|SC_AM|7
|SC_AL|7
|SC_BA|7
|SC_CE|7
|SC_DF|7
|SC_ES|7
|SC_GO|7
|SC_MA|7
|SC_MT|7
|SC_MS|7
|SC_MG|12
|SC_PA|7
|SC_PB|7
|SC_PR|12
|SC_PE|7
|SC_PI|7
|SC_RJ|12
|SC_RN|7
|SC_RS|12
|SC_RO|7
|SC_RR|12
|SC_SC|17
|SC_SP|12
|SC_SE|7
|SC_TO|7
|SE_AP|12
|SE_AC|12
|SE_AM|12
|SE_AL|12
|SE_BA|12
|SE_CE|12
|SE_DF|12
|SE_ES|12
|SE_GO|12
|SE_MA|12
|SE_MT|12
|SE_MS|12
|SE_MG|12
|SE_PA|12
|SE_PB|12
|SE_PR|12
|SE_PE|12
|SE_PI|12
|SE_RJ|12
|SE_RN|12
|SE_RS|12
|SE_RO|12
|SE_RR|12
|SE_SC|12
|SE_SP|12
|SE_SE|22
|SE_TO|12
|SP_AP|7
|SP_AC|7
|SP_AM|7
|SP_AL|7
|SP_BA|7
|SP_CE|7
|SP_DF|7
|SP_ES|7
|SP_GO|7
|SP_MA|7
|SP_MT|12
|SP_MS|7
|SP_MG|7
|SP_PA|7
|SP_PB|7
|SP_PR|7
|SP_PE|7
|SP_PI|12
|SP_RJ|12
|SP_RN|7
|SP_RS|7
|SP_RO|7
|SP_RR|12
|SP_SC|12
|SP_SE|7
|SP_SP|18
|SP_TO|7
|TO_AP|12
|TO_AC|12
|TO_AM|12
|TO_AL|12
|TO_BA|12
|TO_CE|12
|TO_DF|12
|TO_ES|12
|TO_GO|12
|TO_MA|12
|TO_MT|12
|TO_MS|12
|TO_MG|12
|TO_PA|12
|TO_PB|12
|TO_PR|12
|TO_PE|12
|TO_PI|12
|TO_RJ|12
|TO_RN|12
|TO_RS|12
|TO_RO|12
|TO_RR|12
|TO_SC|12
|TO_SE|12
|TO_SP|12
|TO_TO|20
